org_id,org_name,email,website
390,台灣科研生物技術有限公司,,
391,佳世達科技股份有限公司,,
392,萬盟自動精機有限公司,,
393,誠雲科技股份有限公司,,
394,華資粧業股份有限公司,,
395,通又順氣動馬達製造有限公司,,
396,宸大科技,,
397,華南,,
398,新唐科技股份有限公司,,
399,尼得科超眾科技股份有限公司,,
400,明基電通股份有限公司,,
401,連展科技股份有限公司,,
402,美商世界速遞有限公司台灣分公司,,
403,惠民實業股份有限公司,,
404,義美食品,,
405,達爾膚生醫科技股份有限公司,,
406,堤維西,,
407,台灣世曦,,
408,傳奇網路遊戲股份有限公司,,
409,新光三越百貨股份有限公司,,
410,享狩數據科技股份有限公司,,
411,大亞電線電纜股份有限公司,,
412,致茂電子股份有限公司,,
413,訊映光電,,
414,南亞塑膠工業股份有限公司,,
415,統智科技股份有限公司,,
416,ASKEY,,
417,傑比行銷顧問有限公司,,
418,比菲多,,
419,金像電子,,
420,立端科技,,
421,美光記憶體,,
422,東培,,
423,穩得實業股份有限公司,,
424,趨勢科技,,
425,資誠企業管理顧問股份有限公司,,
426,大樹銀行,,
427,潘海利根股份有限公司,,
428,TSMC,,
429,矽品,,
430,碩天科技,,
431,日本料理餐廳,,
432,雄獅旅行社,,
433,齊裕,,
434,乾坤科技股份有限公司,,
435,台灣檢驗科技股份有限公司,,
436,國立臺灣師範大學,,
437,江西合力泰,,
438,遠雄人壽保險事業股份有限公司,,
439,星加坡鈦坦科技,,
440,精英人力資源股份有限公司,,
441,王浩補習班,,
442,矽統科技股份有限公司,,
443,COCO壹番屋,,
444,臺北市市場處,,
445,沛司科技股份有限公司,,
446,EVGA,,
447,高雄市立圖書館,,
448,群聯電子股份有限公司,,
449,晶達,,
450,艾爾金股份有限公司,,
451,台北市立聯合醫院,,
452,冠德霖企業有限公司,,
453,合庫營造有限公司,,
454,新萊應材,,
455,台灣松下電器股份有限公司,,
456,神通電腦股份有限公司,,
457,健泰工業股份有限公司,,
458,大瓏企業股份有限公司,,
459,惠康百貨股份有限公司,,
460,聲遠精密光學股份有限公司,,
461,南港輪胎股份有限公司,,
462,中山大學總務處,,
463,博聯生技股份有限公司,,
464,內政部營建署,,
465,荷商恩智浦積體電路有限公司,,
466,台灣世界展望會,,
467,中國信託資融股份有限公司,,
468,邁高生物技術開發股份有限公司,,
469,聯邦工程顧問股份有限公司,,
470,美商祥茂光電科技股份有限公司,,
471,台灣賓士,,
472,桃園市政府水務局,,
473,泰吉金屬股份有限公司,,
474,王品餐飲股份有限公司,,
475,人生製藥,,
476,二三設計有限公司,,
477,捷睿智能,,
478,沱江麵食館,,
479,聖暉工程科技股份有限公司,,
480,立成製麵,,
481,華通電腦股份有限公司,,
482,集盛,,
483,晶英國際股份有限公司,,
484,KKBOX,,
485,三福氣體股份有限公司,,
486,中央研究院化學所,,
487,85度C,,
488,聯穎光電股份有限公司,,
489,聯華學苑,,
490,衡宇科技股份有限公司,,
491,育品生物科技股份有限公司,,
492,中強光電股份有限公司,,
493,工研院,,
494,晶心科技股份有限公司,,
495,翔鑫堡,,
496,土地銀行總行,,
497,文森設計印刷有限公司,,
498,雲朗觀光股份有限公司,,
499,綠果子,,
500,寵物澡堂工作室,,
501,拉奇企業股份有限公司,,
502,漢穎科技股份有限公司,,
503,17,,
504,臺北市政府社會局委託財團法人中華民國唐氏症基金會經營管理臺北市健康托嬰中心,,
505,志晟鋼模塑膠股份有限公司,,
506,全曜財經股份有限公司,,
507,富邦人壽保險股份有限公司,,
508,科盛科技股份有限公司,,
509,藍天電腦,,
510,台南和逸親子飯店,,
511,超豐電子,,
512,威肯公共關係顧問股份有限公司,,
513,成中恆營造股份有限公司,,
514,亞福儲能股份有限公司,,
515,麗尊開發股份有限公司,,
516,光寶匯才資訊服務股份有限公司,,
517,春水堂科技娛樂股份有限公司,,
518,紀伊國屋書店股份有限公司,,
519,東森得意購,,
520,建準電機工業股份有限公司,,
521,大陸商蘇州天脈科技有限公司在台分公司,,
522,趨勢科技股份有限公司,,
523,旭海國際科技股份有限公司,,
524,宏碁股份有限公司,,
525,MICROSOFTX,,
526,政美應用股份有限公司,,
527,美廉社,,
528,兆立科技實業股份有限公司,,
529,雷益,,
530,尚澄法律事務所,,
531,立本會計師事務所,,
532,坤侑科技資訊社,,
533,美商半導體產業協會台灣分公司,,
534,敦南科技股份有限公司,,
535,燦坤實業股份有限公司,,
536,大立光電股份有限公司,,
537,聯華電子,,
538,舞動陽光有限公司,,
539,和昕精密科技有限公司,,
540,台新國際商業銀行股份有限公司,,
541,訊舟科技股份有限公司,,
542,工業技術研究院,,
543,三陽工業股份有限公司,,
544,實力媒體,,
545,杏一醫療用品股份有限公司,,
546,景翊科技股份有限公司,,
547,亞旭電腦股份有限公司,,
548,711,,
549,政美,,
550,歐司朗,,
551,台新銀行,,
552,新光人壽股份有限公司,,
553,名衍行銷有限公司,,
554,榮剛材料科技股份有限公司,,
555,燦陽,,
556,富銘集團_星誠有限公司,,
557,鉅祥企業股份有限公司,,
558,綠點,,
559,聯發科,,
560,勤業眾信風險管理諮詢股份有限公司,,
561,大潤發,,
562,海威科技有限公司,,
563,漢翔航空工業股份有限公司,,
564,耐特普羅資訊股份有限公司,,
565,賞霖創藝股份有限公司,,
566,泰金寶電通股份有限公司,,
567,品固企業股份有限公司,,
568,傲視科技,,
569,啄木鳥動物醫院,,
570,華創車電技術中心股份有限公司,,
571,佳樂事達科技有限公司,,
572,泰成機械股份有限公司,,
573,中國信託有限公司,,
574,開原報關股份有限公司,,
575,大同股份有限公司,,
576,宏齊科技,,
577,捷智科技股份有限公司,,
578,統聯汽車客運股份有限公司,,
579,子佳國際企業有限公司,,
580,谷林企業行　　　　　　　　　　　　　　　　　　　　　　　　　,,
581,台耀化學股份有限公司,,
582,國立清華大學,,
583,正崴精密工業股份有限公司,,
584,國家教育研究院,,
585,同欣電子工業股份有限公司,,
586,元大人壽股份有限公司,,
587,高登智慧科技股份有限公司,,
588,微星科技,,
589,喬安旅行社股份有限公司,,
590,天然養生堂實業有限公司,,
591,鴻大旅行社有限公司,,
592,小北百貨有限公司,,
593,福客旅行社股份有限公司,,
594,良友旅行社股份有限公司,,
595,友泰國際旅行社股份有限公司,,
596,九如實業股份有限公司,,
597,潔樂工業股份有限公司,,
598,威齊織品科技有限公司,,
599,廣佑科技股份有限公司,,
600,威能企業有限公司,,
601,台灣大車隊股份有限公司,,
602,愛買樂生活事業股份有限公司,,
603,蔬果大王有限公司,,
604,東鉅能源科技實業有限公司,,
605,佳能企業股份有限公司,,
606,永光化學工業有限公司,,
607,元利盛精密機械股份有限公司,,
608,愛買,,
609,銓隆工業股份有限公司,,
610,飛達科視覺設備股份有限公司,,
611,韓金婆婆食品行,,
612,研究院分公司,,
613,長興材料,,
614,台北高通,,
615,盛晶科技股份有限公司,,
616,美商柏恩亞太股份有限公司,,
617,宏正自動科技股份有限公司,,
618,德民中醫,,
619,南僑油脂,,
620,盟創科技股份有限公司,,
621,戴爾科技,,
622,育兒生活,,
623,銀翼餐飲事業有限公司,,
624,旺矽科技股份有限公司,,
625,中興電工,,
626,HTC,,
627,全曜財經資訊股份有限公司,,
628,聯鈞光電股份有限公司,,
629,利晉工程股份有限公司,,
630,新潔明牙醫,,
631,長春人造樹脂廠股份有限公司,,
632,川鼎,,
633,智寶行銷,,
634,飛雁有限公司,,
635,晶茂資訊科技股份有限公司,,
636,大億交通工業製造股份有限公司,,
637,華義股份有限公司,,
638,帝王蟹半導體,,
639,漢衛科技股份有限公司,,
640,大昌華嘉,,
641,工研院綠能所,,
642,坤侑科技資訊有限公司,,
643,志聖工業,,
644,台灣三洋電機股份有限公司,,
645,台灣美光記憶體股份有限公司,,
646,富號,,
647,台北榮民總醫院,,
648,長春,,
649,美光科技有限公司,,
650,鋼士特,,
651,忠儀企業股份有限公司,,
652,清盛電子股份有限公司,,
653,擎元精密機械股份有限公司,,
654,緯創資通,,
655,艾克爾國際科技股份有限公司,,
656,貿聯國際股份有限公司,,
657,我適文創,,
658,華創車電,,
659,廣達,,
660,灣聯貿易有限公司,,
661,人才天下有限公司,,
662,全家,,
663,麥當勞飲食店,,
664,科定企業股份有限公司,,
665,穩懋半導體股份有限公司,,
666,鈜寶,,
667,國巨電子股份有限公司,,
668,中磊科技股份有限公司,,
669,暉順機電有限公司,,
670,源豐精密股份有限公司,,
671,東騰創新投資股份有限公司,,
672,財團法人台灣經濟研究院,,
673,點睛科技股份有限公司,,
674,鎮麟升大學中心,,
675,賀眾企業股份有限公司,,
676,國立台灣科技大學,,
677,席德曼國際貿易有限公司,,
678,星星股份有限公司,,
679,麥當勞,,
680,震虎精密科技股份有限公司,,
681,果遊資訊,,
682,艾克爾,,
683,美商英特爾亞太科技有限公司,,
684,公視,,
685,花旗(台灣)商業銀行股份有限公司,,
686,永豐證券投資顧問股份有限公司,,
687,上銀,,
688,鴻光管理顧問有限公司,,
689,有物設計有限公司,,
690,國泰世華商業銀行股份有限公司,,
691,馬路科技顧問股份有限公司,,
692,台灣康寧顯示玻璃股份有限公司,,
693,社團法人中華民國工業安全衛生協會,,
694,宏捷科技股份有限公司,,
695,介強製衣股份有限公司,,
696,臻鼎集團先豐通訊,,
697,玉山金融控股股份有限公司,,
698,信鼎技術服務股份有限公司,,
699,卡訊電子股份有限公司,,
700,瑞儀光電,,
701,中興電工機械股份有限公司,,
702,振曜科技股份有限公司,,
703,瑋鋒科技,,
704,達殷科技,,
705,探騚科技股份有限公司,,
706,精二股份有限公司,,
707,芮薇荷有限公司,,
708,夢想家補習班,,
709,亞尼克?子工房股份有限公司,,
710,彰源企業股份有限公司,,
711,東林電子股份有限公司,,
712,台灣電通股份有限公司,,
713,雲門國際事業股份有限公司,,
714,台灣科思創,,
715,發發設計有限公司,,
716,金像電子股份有限公司,,
717,力晶科技股份有限公司,,
718,力晶積成電子,,
719,新科光電材料股份有限公司,,
720,路森科技,,
721,好市多股份有限公司,,
722,兆勤科技股份有限公司,,
723,欣興股份有限公司,,
724,美合國際實業股份有限公司,,
725,大瀚環球商務中心有限公司,,
726,臺灣湯淺,,
727,大連化學工業股份有限公司,,
728,新光金融控股股份有限公司,,
729,台聚管理顧問股份有限公司,,
730,杰松自動化有限公司,,
731,好好笑活動創意有限公司,,
732,網路家庭國際資訊股份有限公司,,
733,東森新聞雲股份有限公司,,
734,采舍系統櫃組裝,,
735,德律科技股份有限公司,,
736,彰化銀行,,
737,燦達電子,,
738,TUTORABC,,
739,新鑫股份有限公司,,
740,晶碩光學,,
741,威光自動化科技,,
742,玉山環境科技有限公司,,
743,奇景光電,,
744,政治大學,,
745,台灣公主遊艇股份有限公司,,
746,全家股份有限公司,,
747,訊聯生物科技股份有限公司,,
748,宏達國際電子股份有限公司,,
749,沛華實業股份有限公司,,
750,財團法人國家衛生研究院,,
751,新日興,,
752,彩富電子股份有限公司,,
753,義盟興眼鏡實業股份有限公司,,
754,公立中學（外島）,,
755,研揚科技股份有限公司,,
756,六家高中,,
757,威剛科技,,
758,台灣雙葉電子股份有限公司,,
759,寶成工業股份有限公司,,
760,大吉采科技有限公司,,
761,寶雅國際股份有限公司,,
762,力山工業股份有限公司,,
763,張飛創意行銷,,
764,喬暘電子股份有限公司,,
765,宏遠興業股份有限公司,,
766,華鼎生技顧問股份有限公司,,
767,神基科技股份有限公司,,
768,瑞禾國際開發有限公司,,
769,大德牙醫,,
770,士林電機,,
771,香港意粉屋,,
772,洋基工程股份有限公司,,
773,NOKIA,,
774,聯合再生能源,,
775,技鼎,,
776,資騰科技,,
777,台灣艾司摩爾股份有限公司,,
778,賀溢企業有限公司,,
779,法務部,,
780,巨鎧實業股份有限公司,,
781,恒宜貿易股份有限公司,,
782,鵬泰顧問有限公司,,
783,漢民科技股份有限公司,,
784,利原股份有限公司,,
785,資誠聯合會計師事務所,,
786,華東科技股份有限公司,,
787,劉欣英文,,
788,中光電智能雲服,,
789,元大銀行,,
790,合勤投資控股股份有限公司,,
791,聯邦銀行,,
792,國立台灣大學,,
793,奕力科技股份有限公司,,
794,智誠科技服務股份有限公司,,
795,瑞鼎科技股份有限公司,,
796,業成科技,,
797,台北富邦銀行,,
798,安侯建業聯合會計師事務所,,
799,捷儀科技股份有限公司,,
800,權威補習班,,
801,友勁科技股份有限公司,,
802,台灣派頓,,
803,永慶房屋仲介股份有限公司,,
804,SANE,,
805,乙曼資訊科技有限公司,,
806,豐達股份有限公司,,
807,馗鼎奈米科技股份有限公司,,
808,信東流通事業股份有限公司,,
809,皇將科技股份有限公司,,
810,裕融企業股份有限公司,,
811,健身,,
812,LITEON,,
813,捷世林科技股份有限公司,,
814,宏達電,,
815,李奧貝納股份有限公司,,
816,明泰科技股份有限公司,,
817,登騰電子股份有限公司,,
818,福懋興業股份有限公司,,
819,南茂科技股份有限公司,,
820,天空數位有限公司,,
821,中宇環保工程股份有限公司,,
822,緯穎科技服務股份有限公司,,
823,稚庭股份有限公司,,
824,台塑企業總管理處,,
825,勁勛企業有限公司,,
826,欣銓科技股份有限公司,,
827,STARBUCKS,,
828,隆典實業股份有限公司,,
829,渣打,,
830,電視台,,
831,?贏客服科技有限公司,,
832,百略醫學科技股份有限公司,,
833,商業周刊,,
834,興達國際資產管理顧問有限公司,,
835,精華光學股份有限公司,,
836,湧升海洋股份有限公司,,
837,中央研究院,,
838,誠享國際有限公司,,
839,台灣創建雲端有限公司,,
840,台灣大哥大股份有限公司,,
841,正慧食品工業股份有限公司,,
842,建國花市,,
843,工研院智慧機械中心,,
844,SUKIYA,,
845,影像科技,,
846,安德網路股份有限公司,,
847,藍德工業股份有限公司,,
848,鴻百,,
849,大眾科技有限公司,,
850,華城電機,,
851,環資國際有限公司,,
852,財團法人公共電視文化事業基金會,,
853,知識科技股份有限公司,,
854,台塑仁武,,
855,中智捷汽車股份有限公司,,
856,美商恩傑NZXT,,
857,淯舜,,
858,WESTERN,,
859,華新麗華,,
860,富邦華一銀行,,
861,歐亞書局有限公司,,
862,新達科技股份有限公司,,
863,長頸鹿美語,,
864,瑪莎計畫婚禮顧問有限公司,,
865,德信發企業股份有限公司,,
866,永豐商業銀行股份有限公司,,
867,數字科技股份有限公司,,
868,VMWARE,,
869,新家坡營造有限公司,,
870,友睿資訊股份有限公司,,
871,安侯建業會計師事務所,,
872,澳盛(台灣)商業銀行股份有限公司,,
873,介面光電,,
874,新禾股份有限公司,,
875,笙科電子股份有限公司,,
876,OSE,,
877,英特林股份有限公司,,
878,元大證券股份有限公司,,
879,均豪精密工業股份有限公司,,
880,智同科技股份有限公司,,
881,尊迪文創,,
882,富胖達有限公司,,
883,聯合信用卡處理中心,,
884,圓剛,,
885,同星科技股份有限公司,,
886,公信電子股份有限公司,,
887,臺北醫學大學附設醫院,,
888,台一專利商標事務所,,
889,源吉兆庵,,
890,鑫囍國際股份有限公司,,
891,京晨科技股份有限公司,,
892,億升工業股份有限公司,,
893,立寶電子工業股份有限公司,,
894,總太營造,,
895,威棋有限公司,,
896,中興工程顧問股份有限公司,,
897,昇暉能源,,
898,群聯,,
899,汎武事業股份有限公司,,
900,台達,,
901,景碩,,
902,川湖科技,,
903,台星科,,
904,新保科技有限公司,,
905,長庚大學,,
906,中研院化學所,,
907,泉創,,
908,映象有限公司,,
909,如榆設計有限公司,,
910,誠盟電科技股份有限公司,,
911,貝殼放大股份有限公司,,
912,新北市瑞芳高級工業職業學校,,
913,啟碁科技,,
914,縣政府衛生局,,
915,誠研科技,,
916,?碁建設股份有限公司,,
917,地球村美日韓語,,
918,台灣日立江森自控有限股份公司,,
919,蓓菈朵娜美甲美睫,,
920,神通資訊科技,,
921,香港商台灣意比有限公司,,
922,竑騰科技股份有限公司,,
923,新誼整合科技股份有限公司,,
924,專誠行銷股份有限公司,,
925,達邦有限公司,,
926,達勝整合行銷股份有限公司,,
927,中華映管股份有限公司,,
928,南山人壽股份有限公司,,
929,南亞科技,,
930,葳橋資訊股份有限公司,,
931,興勤電子工業股份有限公司,,
932,誠品股份有限公司,,
933,大同聯合科技,,
934,群浤,,
935,三陽工業,,
936,日盛國際商業銀行,,
937,立法院,,
938,宏全國際股份有限公司,,
